小雁塔,108.93738619214504,34.24088250662599,西安市碑林区友谊西路72号,"{'name': '小雁塔', 'location': {'lat': 34.245484, 'lng': 108.948496}, 'address': '西安市碑林区友谊西路72号', 'street_id': '74c933fb70e240209e82ea7e', 'detail': 1, 'uid': '74c933fb70e240209e82ea7e'}"
西安博物院,108.93557128946297,34.23891102980961,西安市碑林区友谊西路72号,"{'name': '西安博物院', 'location': {'lat': 34.243483, 'lng': 108.946685}, 'address': '西安市碑林区友谊西路72号', 'street_id': '87248d961910aab32806ce54', 'detail': 1, 'uid': '87248d961910aab32806ce54'}"
陕西自然博物馆,108.94194496823249,34.19749012265299,长安南路88号电视塔1楼（近和谐广场）,"{'name': '陕西自然博物馆', 'location': {'lat': 34.202135, 'lng': 108.953026}, 'address': '长安南路88号电视塔1楼（近和谐广场）', 'street_id': '57df5f820fb9373717948e47', 'detail': 1, 'uid': '57df5f820fb9373717948e47'}"
玉祥门,108.92076272717443,34.271257517415286,西安市莲湖区莲湖路361号,"{'name': '玉祥门', 'location': {'lat': 34.275569, 'lng': 108.931895}, 'address': '西安市莲湖区莲湖路361号', 'street_id': '34059f97a793a95471455b4e', 'detail': 1, 'uid': '34059f97a793a95471455b4e'}"
大兴善寺,108.9388211034064,34.22862749759744,陕西省西安市雁塔区小寨兴善寺西街55号,"{'name': '大兴善寺', 'location': {'lat': 34.233247, 'lng': 108.94993}, 'address': '陕西省西安市雁塔区小寨兴善寺西街55号', 'street_id': '3dc9befdb3e14c16bea2406d', 'detail': 1, 'uid': '3dc9befdb3e14c16bea2406d'}"
丰庆公园,108.89402011561225,34.24940594514708,桃园南路6号,"{'name': '丰庆公园', 'location': {'lat': 34.253455, 'lng': 108.905218}, 'address': '桃园南路6号', 'street_id': 'be54cde93192cb5878f7964f', 'telephone': '029-84272076', 'detail': 1, 'uid': 'be54cde93192cb5878f7964f'}"
绿地笔克国际会展中心,108.88218059666369,34.194377128936324,陕西省西安市雁塔区唐延南路4号,"{'name': '绿地笔克国际会展中心', 'location': {'lat': 34.198479, 'lng': 108.89333}, 'address': '陕西省西安市雁塔区唐延南路4号', 'street_id': '34a8c2ae5aab920808ccdd41', 'detail': 1, 'uid': '34f68ab046a785098f55ec7f'}"
莲湖公园,108.93564408436212,34.270398150852266,莲湖区莲湖路58号,"{'name': '莲湖公园', 'location': {'lat': 34.274975, 'lng': 108.946734}, 'address': '莲湖区莲湖路58号', 'street_id': 'db1f39d4e2d7916ff5c59c4f', 'detail': 1, 'uid': 'db1f39d4e2d7916ff5c59c4f'}"
广仁寺,108.92121234836748,34.27554396320773,莲湖区城墙西北角西北一路152号,"{'name': '广仁寺', 'location': {'lat': 34.279864, 'lng': 108.93234}, 'address': '莲湖区城墙西北角西北一路152号', 'street_id': 'ef773a0fda368c3422022006', 'detail': 1, 'uid': 'ef773a0fda368c3422022006'}"
朱雀门,108.9343975826581,34.25348424486423,西安市碑林区南广济街南口,"{'name': '朱雀门', 'location': {'lat': 34.258039, 'lng': 108.945505}, 'address': '西安市碑林区南广济街南口', 'street_id': '4642844a6f583ed9c9fa5f4e', 'detail': 1, 'uid': '4642844a6f583ed9c9fa5f4e'}"
含光门,108.92762244761495,34.25348750654753,西安市莲湖区环城南路西段136号(含光门外东南角),"{'name': '含光门', 'location': {'lat': 34.257922, 'lng': 108.938748}, 'address': '西安市莲湖区环城南路西段136号(含光门外东南角)', 'street_id': 'd4034eb3b06515f6c036444e', 'detail': 1, 'uid': 'd4034eb3b06515f6c036444e'}"
鼓楼,108.93884974581712,34.261799728507086,西安市莲湖区东、南、西、北四条大街交汇处,"{'name': '鼓楼', 'location': {'lat': 34.266426, 'lng': 108.949942}, 'address': '西安市莲湖区东、南、西、北四条大街交汇处', 'street_id': 'be54cde96e46724178f7967b', 'detail': 1, 'uid': 'be54cde96e46724178f7967b'}"
五星街天主教堂,108.9291153937768,34.257501960321754,陕西省西安市莲湖区五星街17号,"{'name': '五星街天主教堂', 'location': {'lat': 34.261964, 'lng': 108.940233}, 'address': '陕西省西安市莲湖区五星街17号', 'street_id': 'ecad2c192f0db0bf83a00c3c', 'detail': 1, 'uid': '480b24d03396aff19cec2b06'}"
环城西苑(环城西路南段),108.91941478043523,34.258219087374044,西安市莲湖区西门盘道城墙西侧护城河两岸环城西苑(环城西路南段)内,"{'name': '环城西苑(环城西路南段)', 'location': {'lat': 34.262506, 'lng': 108.930563}, 'address': '西安市莲湖区西门盘道城墙西侧护城河两岸环城西苑(环城西路南段)内', 'street_id': '2c0bd6c50ec41eaa43ab9a4f', 'telephone': '(029)88618989', 'detail': 1, 'uid': '2c0bd6c50ec41eaa43ab9a4f'}"
都城隍庙,108.93262734623816,34.26345688377247,陕西省西安市莲湖区西大街129号,"{'name': '都城隍庙', 'location': {'lat': 34.267982, 'lng': 108.94373}, 'address': '陕西省西安市莲湖区西大街129号', 'street_id': 'befdb292b3fcbce18715414e', 'detail': 1, 'uid': 'befdb292b3fcbce18715414e'}"
劳动公园,108.89974008777115,34.266682349479915,团结东路195#,"{'name': '劳动公园', 'location': {'lat': 34.270741, 'lng': 108.910924}, 'address': '团结东路195#', 'street_id': '39d43f82b286f786a8059d4f', 'detail': 1, 'uid': '39d43f82b286f786a8059d4f'}"
