鄠邑区花满溪恒温游泳馆,108.61998615267713,34.091170160467605,981b9576079c5318f32d83ba,"{'name': '鄠邑区花满溪恒温游泳馆', 'location': {'lat': 34.095598, 'lng': 108.630918}, 'address': '西安市鄠邑区人民路国防学院南100米路西(西马营村对面)', 'province': '陕西省', 'city': '西安市', 'area': '鄠邑区', 'detail': 1, 'uid': '981b9576079c5318f32d83ba', 'detail_info': {'tag': '运动健身;体育场馆', 'type': 'life', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=981b9576079c5318f32d83ba&output=html&source=placeapi_v2', 'image_num': '1', 'children': []}}"
"{'name': '鄠邑区花满溪恒温游泳馆', 'location': {'lat': 34.095598, 'lng': 108.630918}, 'address': '西安市鄠邑区人民路国防学院南100米路西(西马营村对面)', 'province': '陕西省', 'city': '西安市', 'area': '鄠邑区', 'detail': 1, 'uid': '981b9576079c5318f32d83ba', 'detail_info': {'tag': '运动健身;体育场馆', 'type': 'life', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=981b9576079c5318f32d83ba&output=html&source=placeapi_v2', 'image_num': '1', 'children': []}}"
户县体育活动中心,108.60249041518128,34.10800959903108,664e113ae8e42f485b3ac8f6,"{'name': '户县体育活动中心', 'location': {'lat': 34.112643, 'lng': 108.613346}, 'address': '甘亭镇草堂路64号', 'province': '陕西省', 'city': '西安市', 'area': '鄠邑区', 'street_id': '664e113ae8e42f485b3ac8f6', 'detail': 1, 'uid': '664e113ae8e42f485b3ac8f6', 'detail_info': {'tag': '文化传媒;文化宫', 'navi_location': {'lng': 108.61449641884, 'lat': 34.112670093564}, 'type': 'life', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=664e113ae8e42f485b3ac8f6&output=html&source=placeapi_v2', 'overall_rating': '0.0', 'image_num': '3', 'comment_num': '2', 'children': []}}"
"{'name': '户县体育活动中心', 'location': {'lat': 34.112643, 'lng': 108.613346}, 'address': '甘亭镇草堂路64号', 'province': '陕西省', 'city': '西安市', 'area': '鄠邑区', 'street_id': '664e113ae8e42f485b3ac8f6', 'detail': 1, 'uid': '664e113ae8e42f485b3ac8f6', 'detail_info': {'tag': '文化传媒;文化宫', 'navi_location': {'lng': 108.61449641884, 'lat': 34.112670093564}, 'type': 'life', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=664e113ae8e42f485b3ac8f6&output=html&source=placeapi_v2', 'overall_rating': '0.0', 'image_num': '3', 'comment_num': '2', 'children': []}}"
华兴游泳健身,108.64782889493168,34.11012612190777,3c0adf46f32eed2f246e98a1,"{'name': '华兴游泳健身', 'location': {'lat': 34.114208, 'lng': 108.658954}, 'address': '陕西省西安市鄠邑区丰京路沣京购物广场三楼', 'province': '陕西省', 'city': '西安市', 'area': '鄠邑区', 'telephone': '(029)84872968', 'detail': 1, 'uid': '3c0adf46f32eed2f246e98a1', 'detail_info': {'tag': '运动健身;健身中心', 'type': 'life', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=3c0adf46f32eed2f246e98a1&output=html&source=placeapi_v2', 'image_num': '13', 'comment_num': '1', 'children': []}}"
"{'name': '华兴游泳健身', 'location': {'lat': 34.114208, 'lng': 108.658954}, 'address': '陕西省西安市鄠邑区丰京路沣京购物广场三楼', 'province': '陕西省', 'city': '西安市', 'area': '鄠邑区', 'telephone': '(029)84872968', 'detail': 1, 'uid': '3c0adf46f32eed2f246e98a1', 'detail_info': {'tag': '运动健身;健身中心', 'type': 'life', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=3c0adf46f32eed2f246e98a1&output=html&source=placeapi_v2', 'image_num': '13', 'comment_num': '1', 'children': []}}"
人民体育场(草堂路店),108.60338692186357,34.10798694404417,c463d2c071a2140628201a9a,"{'name': '人民体育场(草堂路店)', 'location': {'lat': 34.112615, 'lng': 108.614245}, 'address': '草堂路64', 'province': '陕西省', 'city': '西安市', 'area': '鄠邑区', 'street_id': 'c463d2c071a2140628201a9a', 'telephone': '(029)84812030', 'detail': 1, 'uid': 'c463d2c071a2140628201a9a', 'detail_info': {'tag': '运动健身;体育场馆', 'navi_location': {'lng': 108.61449941649, 'lat': 34.112623069726}, 'type': 'life', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=c463d2c071a2140628201a9a&output=html&source=placeapi_v2', 'price': '15', 'image_num': '4', 'comment_num': '2', 'children': []}}"
"{'name': '人民体育场(草堂路店)', 'location': {'lat': 34.112615, 'lng': 108.614245}, 'address': '草堂路64', 'province': '陕西省', 'city': '西安市', 'area': '鄠邑区', 'street_id': 'c463d2c071a2140628201a9a', 'telephone': '(029)84812030', 'detail': 1, 'uid': 'c463d2c071a2140628201a9a', 'detail_info': {'tag': '运动健身;体育场馆', 'navi_location': {'lng': 108.61449941649, 'lat': 34.112623069726}, 'type': 'life', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=c463d2c071a2140628201a9a&output=html&source=placeapi_v2', 'price': '15', 'image_num': '4', 'comment_num': '2', 'children': []}}"
户县美格力特健身俱乐部,108.6192727718801,34.10906570790358,10fdd61ba249b4dbae045735,"{'name': '户县美格力特健身俱乐部', 'location': {'lat': 34.113512, 'lng': 108.630211}, 'address': '甘亭镇人民路十字朱雀广场4楼', 'province': '陕西省', 'city': '西安市', 'area': '鄠邑区', 'street_id': '10fdd61ba249b4dbae045735', 'detail': 1, 'uid': '10fdd61ba249b4dbae045735', 'detail_info': {'tag': '运动健身;健身中心', 'type': 'life', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=10fdd61ba249b4dbae045735&output=html&source=placeapi_v2', 'overall_rating': '1.0', 'image_num': '1', 'comment_num': '1', 'children': []}}"
"{'name': '户县美格力特健身俱乐部', 'location': {'lat': 34.113512, 'lng': 108.630211}, 'address': '甘亭镇人民路十字朱雀广场4楼', 'province': '陕西省', 'city': '西安市', 'area': '鄠邑区', 'street_id': '10fdd61ba249b4dbae045735', 'detail': 1, 'uid': '10fdd61ba249b4dbae045735', 'detail_info': {'tag': '运动健身;健身中心', 'type': 'life', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=10fdd61ba249b4dbae045735&output=html&source=placeapi_v2', 'overall_rating': '1.0', 'image_num': '1', 'comment_num': '1', 'children': []}}"
